MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
23608687,352910000,2015-01-31 23:42:18,48.25065,-123.55238,12.4,-130.6,277.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23608486,316013711,2015-01-31 23:42:11,48.43974,-123.44743000000001,0.0,-204.1,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23651706,366825190,2015-01-31 23:42:10,48.14054,-123.42563999999999,0.0,-152.9,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
24361796,369077000,2015-01-31 23:42:09,48.22971,-123.90795,8.6,94.0,97.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23632943,316005724,2015-01-31 23:42:09,48.41471,-123.38551000000001,0.1,184.0,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
23608710,316003537,2015-01-31 23:42:02,48.37385,-123.71909,0.0,0.0,511.0,VIKING QUEEN,,VG4675,1001.0,,15.24,4.88,2.16,
23624474,316005175,2015-01-31 23:41:58,48.41458,-123.38656,0.1,-137.4,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23652881,316013431,2015-01-31 23:41:56,48.41467,-123.38628,0.0,-166.5,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23626922,316011773,2015-01-31 23:41:48,48.43314,-123.4337,0.0,-166.6,166.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23607266,366980250,2015-01-31 23:41:38,48.13613,-123.46131000000001,0.0,-150.2,511.0,BRIAN S,IMO8841943,WCP9410,1025.0,moored,30.05,8.84,3.51,31.0
23610518,366824910,2015-01-31 23:41:37,48.14066,-123.42551,0.0,-166.4,292.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23626168,338899000,2015-01-31 23:41:35,48.12572,-123.44474,0.0,-117.3,113.0,COMMITMENT,IMO9369411,WDE3894,1025.0,moored,40.05,12.8,6.86,31.0
23605112,351752000,2015-01-31 23:41:29,48.33845,-123.36516999999999,0.0,17.0,81.0,CIELO DI AMALFI,IMO9374349,3ENR2,1004.0,at anchor,177.85,28.6,10.87,91.0
23606075,367565030,2015-01-31 23:41:29,48.122609999999995,-123.44402,0.8,-183.2,511.0,WAVE WALKER,,WDG7216,1019.0,,19.81,0.0,0.0,
24365023,316002500,2015-01-31 23:41:27,48.43108,-123.37598999999999,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23631562,367001670,2015-01-31 23:41:26,48.12547,-123.4523,0.0,-109.0,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23606505,316021382,2015-01-31 23:41:25,48.42345,-123.38427,0.0,-176.2,511.0,BLACK HAWK II,,,,,12.8,5.64,2.01,
23651714,316003657,2015-01-31 23:41:22,48.41475,-123.386,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23634114,316026746,2015-01-31 23:41:19,48.36985,-123.72591000000001,0.0,14.2,511.0,EDGE,,,1001.0,,11.13,3.9,1.52,
23652200,316009747,2015-01-31 23:41:13,48.43346,-123.43388,0.2,-183.9,161.0,HMCS RAVEN,,CGAM,1018.0,moored,0.0,0.0,0.0,35.0
23622751,352910000,2015-01-31 23:41:09,48.249970000000005,-123.54653,12.2,-128.6,279.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23623403,316013711,2015-01-31 23:41:08,48.43975,-123.44743000000001,0.0,-196.3,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23606007,366825190,2015-01-31 23:41:00,48.14055,-123.42563,0.0,-151.8,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
23607678,369077000,2015-01-31 23:41:00,48.22992,-123.91203999999999,8.6,94.0,96.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23609373,316005724,2015-01-31 23:40:58,48.41471,-123.38552,0.1,171.1,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
23624013,211378360,2015-01-31 23:40:46,48.13329,-123.43403,0.0,-145.6,264.0,HANJIN OTTAWA,IMO9200718,DANM,1004.0,at anchor,278.08,40.3,14.0,79.0
23611600,316013431,2015-01-31 23:40:45,48.41471,-123.38625,0.0,-162.5,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23605164,316004039,2015-01-31 23:40:44,48.42468,-123.3715,0.0,0.0,511.0,MAPLE LEAF,,VA4KIU,,,18.14,4.48,2.38,
23607640,367086320,2015-01-31 23:40:39,48.06179,-123.039,0.0,0.0,511.0,MALAIKA,,WDC8392,1019.0,,12.8,3.8,0.0,
23626938,316011773,2015-01-31 23:40:38,48.43314,-123.43368999999998,0.0,-174.6,166.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23653248,316005175,2015-01-31 23:40:37,48.414590000000004,-123.38654,0.1,-128.7,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23600759,366910890,2015-01-31 23:40:31,48.13213,-123.44981000000001,0.0,-89.9,511.0,ADRIATIC SEA,IMO7716969,WDB5553,1025.0,at anchor,38.41,10.37,4.18,52.0
23605388,367528820,2015-01-31 23:40:28,48.126459999999994,-123.45651000000001,0.0,0.0,511.0,CABOLICIOUS,,WDG3703,1019.0,,10.52,0.0,0.0,
23611598,366824910,2015-01-31 23:40:28,48.14067,-123.42551,0.0,-165.6,293.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23625652,303436000,2015-01-31 23:40:25,48.12465,-123.4404,0.0,-158.8,253.0,W C PARK RESPONDER,IMO9043835,WBO8587,1011.0,moored,63.55,13.41,4.37,54.0
23620346,367001670,2015-01-31 23:40:22,48.125479999999996,-123.45231000000001,0.0,-103.2,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23653285,316004410,2015-01-31 23:40:21,48.36988,-123.72593,0.0,0.0,511.0,ELIZA JOYE,,,1001.0,,13.38,5.43,2.19,
23611242,316002500,2015-01-31 23:40:17,48.431059999999995,-123.37596,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23628078,316003657,2015-01-31 23:40:10,48.41475,-123.38595,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23630891,316013711,2015-01-31 23:40:04,48.43975,-123.44743000000001,0.0,-174.3,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
24364008,367565030,2015-01-31 23:39:58,48.122640000000004,-123.44389,0.1,-183.2,511.0,WAVE WALKER,,WDG7216,1019.0,,19.81,0.0,0.0,
23622750,352910000,2015-01-31 23:39:57,48.249179999999996,-123.54065,12.0,-132.6,281.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23624833,316011515,2015-01-31 23:39:56,48.43309,-123.4338,0.0,141.0,165.0,HMCS WOLF,,CGBP,1018.0,moored,0.0,0.0,0.0,35.0
23630083,366825190,2015-01-31 23:39:51,48.14055,-123.42562,0.0,-154.6,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
23607675,369077000,2015-01-31 23:39:49,48.230129999999996,-123.9163,8.8,94.0,97.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23628815,316116000,2015-01-31 23:39:46,48.43657,-123.42445,0.0,105.6,84.0,CCGS W E RICKER,IMO7809364,CG2965,1020.0,moored,58.0,9.53,3.85,51.0
23602534,316011773,2015-01-31 23:39:37,48.43313,-123.43371,0.0,-164.6,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23629086,316013431,2015-01-31 23:39:36,48.414640000000006,-123.38627,0.0,-159.6,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23651569,316010312,2015-01-31 23:39:32,48.38008,-123.51083,0.3,-169.5,511.0,RAMPART,,CFK9385,1019.0,,0.0,0.0,0.0,
24363550,311037800,2015-01-31 23:39:32,48.42246,-123.37353,0.0,-176.2,142.0,VICTORIA CLIPPER IV,IMO9059999,C6YL9,1012.0,moored,40.0,10.1,2.4,60.0
24363336,316005175,2015-01-31 23:39:29,48.41462,-123.38651000000002,0.0,-113.1,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23626484,316014919,2015-01-31 23:39:28,48.45259,-123.29566000000001,0.0,151.3,511.0,LYLA III,,CFK9071,1019.0,,11.25,4.06,1.52,
24363722,369272000,2015-01-31 23:39:23,48.1251,-123.44129,0.0,-163.8,511.0,POLAR DISCOVERY,IMO9206114,WACW,1024.0,moored,272.69,46.2,17.52,80.0
23653494,367001670,2015-01-31 23:39:20,48.12547,-123.45222,0.0,-91.7,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23630035,366824910,2015-01-31 23:39:17,48.14067,-123.42551,0.0,-199.6,293.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23629018,316002500,2015-01-31 23:39:08,48.43107,-123.37593999999999,0.1,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23610244,316003657,2015-01-31 23:39:00,48.414770000000004,-123.38602,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23652390,316003537,2015-01-31 23:39:00,48.37384,-123.71908,0.0,0.0,511.0,VIKING QUEEN,,VG4675,1001.0,,15.24,4.88,2.16,
23622747,352910000,2015-01-31 23:38:48,48.248470000000005,-123.53493,12.0,-118.6,287.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23599470,366825190,2015-01-31 23:38:41,48.14056,-123.42565,0.2,-157.3,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
24361788,369077000,2015-01-31 23:38:39,48.230340000000005,-123.92053999999999,8.6,95.0,96.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23652560,366980250,2015-01-31 23:38:38,48.13613,-123.4613,0.0,-131.9,511.0,BRIAN S,IMO8841943,WCP9410,1025.0,moored,30.05,8.84,3.51,31.0
24362082,316018038,2015-01-31 23:38:37,48.4268,-123.39684,0.0,0.0,511.0,CIAO,,,1019.0,,13.5,4.82,1.32,
23623400,316013711,2015-01-31 23:38:34,48.43974,-123.44743999999999,0.0,-145.2,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23629917,338899000,2015-01-31 23:38:34,48.12572,-123.44475,0.0,-117.3,113.0,COMMITMENT,IMO9369411,WDE3894,1025.0,moored,40.05,12.8,6.86,31.0
23606071,367565030,2015-01-31 23:38:30,48.12271,-123.44386999999999,0.5,-202.7,511.0,WAVE WALKER,,WDG7216,1019.0,,19.81,0.0,0.0,
24363826,316011773,2015-01-31 23:38:28,48.43314,-123.4337,0.0,-95.6,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
24362731,316013431,2015-01-31 23:38:26,48.414629999999995,-123.38627,0.0,-165.5,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23604890,351752000,2015-01-31 23:38:26,48.33838,-123.36518000000001,0.1,36.0,79.0,CIELO DI AMALFI,IMO9374349,3ENR2,1004.0,at anchor,177.85,28.6,10.87,91.0
24363967,316021382,2015-01-31 23:38:23,48.42345,-123.38426000000001,0.0,-167.5,511.0,BLACK HAWK II,,,,,12.8,5.64,2.01,
23630059,316026746,2015-01-31 23:38:19,48.36984,-123.7259,0.0,14.2,511.0,EDGE,,,1001.0,,11.13,3.9,1.52,
23653245,316005175,2015-01-31 23:38:18,48.41458,-123.38656,0.1,-129.2,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23652863,367001670,2015-01-31 23:38:10,48.12555,-123.45211,0.0,-101.3,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23623722,316005724,2015-01-31 23:38:08,48.41471,-123.38552,0.1,169.6,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
23624301,366824910,2015-01-31 23:38:08,48.14067,-123.4255,0.0,-196.2,292.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23629807,316001538,2015-01-31 23:38:05,48.42328,-123.38429,0.0,178.7,511.0,JOHN STRICKLAND,,CZ4835,,moored,14.94,4.42,1.4,
23605584,316002500,2015-01-31 23:37:57,48.4311,-123.37593000000001,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
24363446,316003657,2015-01-31 23:37:50,48.41475,-123.386,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23623850,211378360,2015-01-31 23:37:47,48.13327,-123.43409,0.0,-144.6,265.0,HANJIN OTTAWA,IMO9200718,DANM,1004.0,at anchor,278.08,40.3,14.0,79.0
23606626,316004039,2015-01-31 23:37:44,48.42468,-123.37149,0.0,0.0,511.0,MAPLE LEAF,,VA4KIU,,,18.14,4.48,2.38,
24362256,352910000,2015-01-31 23:37:38,48.24682,-123.52968,12.1,-106.6,301.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23602808,368168000,2015-01-31 23:37:33,48.12559,-123.45306000000001,0.0,202.4,30.0,SOLUTION,IMO9609809,WDF6808,1019.0,moored,43.53,7.9,2.37,
23620676,366825190,2015-01-31 23:37:32,48.14054,-123.42563999999999,0.0,-156.8,295.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
23605825,366910890,2015-01-31 23:37:32,48.13208,-123.44981999999999,0.0,10.2,511.0,ADRIATIC SEA,IMO7716969,WDB5553,1025.0,at anchor,38.41,10.37,4.18,52.0
23630197,367528820,2015-01-31 23:37:30,48.126459999999994,-123.45651000000001,0.0,0.0,511.0,CABOLICIOUS,,WDG3703,1019.0,,10.52,0.0,0.0,
23623927,369077000,2015-01-31 23:37:30,48.230579999999996,-123.9247,8.7,95.0,97.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23604270,303436000,2015-01-31 23:37:26,48.124629999999996,-123.44043,0.0,-158.8,253.0,W C PARK RESPONDER,IMO9043835,WBO8587,1011.0,moored,63.55,13.41,4.37,54.0
24363308,316013711,2015-01-31 23:37:24,48.43975,-123.44743000000001,0.0,-189.4,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
24363650,316011773,2015-01-31 23:37:18,48.43314,-123.43371,0.0,126.0,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23608063,316013431,2015-01-31 23:37:16,48.41466,-123.38626000000001,0.1,-166.7,246.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23624468,316005175,2015-01-31 23:37:09,48.41457,-123.38656,0.1,-123.3,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23608061,366824910,2015-01-31 23:37:07,48.14067,-123.42551,0.0,-121.6,292.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23623157,234270000,2015-01-31 23:37:03,48.41467,-123.388,0.1,17.0,84.0,WAVE VENTURE,IMO8027810,MZDO7,1005.0,moored,141.5,19.41,6.1,70.0
23620321,367001670,2015-01-31 23:37:00,48.12546,-123.45225,0.0,-107.8,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23627740,367565030,2015-01-31 23:36:58,48.12299,-123.44372,0.6,-202.7,511.0,WAVE WALKER,,WDG7216,1019.0,,19.81,0.0,0.0,
23626830,316002500,2015-01-31 23:36:56,48.43111,-123.37591,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23654186,316011515,2015-01-31 23:36:55,48.4331,-123.43378999999999,0.0,195.1,165.0,HMCS WOLF,,CGBP,1018.0,moored,0.0,0.0,0.0,35.0
23626415,316116000,2015-01-31 23:36:47,48.43657,-123.42445,0.0,111.6,84.0,CCGS W E RICKER,IMO7809364,CG2965,1020.0,moored,58.0,9.53,3.85,51.0
23598682,316003657,2015-01-31 23:36:44,48.414770000000004,-123.38598,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23606180,352910000,2015-01-31 23:36:37,48.245,-123.52528000000001,12.4,-112.6,306.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23609064,311037800,2015-01-31 23:36:32,48.42246,-123.37353,0.0,174.2,142.0,VICTORIA CLIPPER IV,IMO9059999,C6YL9,1012.0,moored,40.0,10.1,2.4,60.0
24363884,316010312,2015-01-31 23:36:31,48.38004,-123.51078000000001,0.1,-169.5,511.0,RAMPART,,CFK9385,1019.0,,0.0,0.0,0.0,
23625527,316005724,2015-01-31 23:36:28,48.41471,-123.38553,0.1,168.6,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
23598918,369272000,2015-01-31 23:36:24,48.12509,-123.44129,0.0,-163.8,511.0,POLAR DISCOVERY,IMO9206114,WACW,1024.0,moored,272.69,46.2,17.52,80.0
23604120,366825190,2015-01-31 23:36:21,48.14055,-123.42563999999999,0.1,-156.0,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
24361784,369077000,2015-01-31 23:36:19,48.23082,-123.92891999999999,8.6,95.0,97.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23630868,316013711,2015-01-31 23:36:14,48.43975,-123.44743000000001,0.0,198.9,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23601380,316011773,2015-01-31 23:36:09,48.43313,-123.43372,0.0,33.0,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23652869,316013431,2015-01-31 23:36:06,48.41466,-123.38626000000001,0.0,-165.6,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23627331,316003537,2015-01-31 23:36:01,48.37384,-123.71911999999999,0.0,0.0,511.0,VIKING QUEEN,,VG4675,1001.0,,15.24,4.88,2.16,
23607225,316005175,2015-01-31 23:35:58,48.414559999999994,-123.38656,0.1,-117.2,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23630015,366824910,2015-01-31 23:35:58,48.14067,-123.42551,0.0,-191.9,292.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23620306,367001670,2015-01-31 23:35:50,48.12545,-123.45227,0.0,-103.4,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23652830,316002500,2015-01-31 23:35:48,48.43111,-123.3759,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23609463,316003657,2015-01-31 23:35:40,48.41475,-123.38598,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
24364279,372883000,2015-01-31 23:35:39,48.49706,-123.1807,13.4,-63.6,345.0,AMIS DOLPHIN,IMO9636371,HOJD,1004.0,under way using engine,199.98,32.26,12.82,
23630914,366980250,2015-01-31 23:35:39,48.13613,-123.46131000000001,0.1,-128.1,511.0,BRIAN S,IMO8841943,WCP9410,1025.0,moored,30.05,8.84,3.51,31.0
24362898,338899000,2015-01-31 23:35:35,48.12573,-123.44473,0.0,-117.3,113.0,COMMITMENT,IMO9369411,WDE3894,1025.0,moored,40.05,12.8,6.86,31.0
23624629,367565030,2015-01-31 23:35:33,48.12253,-123.44388000000001,0.6,-202.7,511.0,WAVE WALKER,,WDG7216,1019.0,,19.81,0.0,0.0,
24363511,351752000,2015-01-31 23:35:29,48.33832,-123.36523000000001,0.0,19.0,77.0,CIELO DI AMALFI,IMO9374349,3ENR2,1004.0,at anchor,177.85,28.6,10.87,91.0
23600003,352910000,2015-01-31 23:35:29,48.24305,-123.52023,12.3,-109.6,306.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23623124,316021382,2015-01-31 23:35:23,48.42346,-123.38431000000001,0.0,-167.8,511.0,BLACK HAWK II,,,,,12.8,5.64,2.01,
23608536,316009747,2015-01-31 23:35:12,48.43345,-123.43391000000001,0.0,122.3,162.0,HMCS RAVEN,,CGAM,1018.0,moored,0.0,0.0,0.0,35.0
23607713,316013711,2015-01-31 23:35:11,48.43975,-123.44743000000001,0.0,-196.5,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23621679,366825190,2015-01-31 23:35:11,48.14056,-123.42562,0.0,-157.7,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
23651180,369077000,2015-01-31 23:35:10,48.23105,-123.93303999999999,8.5,95.0,97.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23625525,316005724,2015-01-31 23:35:08,48.41472,-123.38553999999999,0.1,173.2,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
23651562,316001538,2015-01-31 23:35:03,48.4233,-123.38428,0.0,-106.5,511.0,JOHN STRICKLAND,,CZ4835,,moored,14.94,4.42,1.4,
23624743,316013431,2015-01-31 23:35:01,48.41467,-123.38626000000001,0.0,-163.8,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23622951,316011773,2015-01-31 23:34:59,48.43314,-123.43368999999998,0.0,-203.6,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23610453,366824910,2015-01-31 23:34:57,48.14067,-123.42551,0.0,197.9,292.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23607220,316005175,2015-01-31 23:34:49,48.41458,-123.38655,0.1,-128.8,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23623849,211378360,2015-01-31 23:34:46,48.13324,-123.43417,0.1,86.0,266.0,HANJIN OTTAWA,IMO9200718,DANM,1004.0,at anchor,278.08,40.3,14.0,79.0
23622044,316004039,2015-01-31 23:34:44,48.4247,-123.37149,0.0,0.0,511.0,MAPLE LEAF,,VA4KIU,,,18.14,4.48,2.38,
23604860,367001670,2015-01-31 23:34:41,48.125440000000005,-123.4523,0.0,-120.6,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23620032,367086320,2015-01-31 23:34:39,48.06178,-123.039,0.0,0.0,511.0,MALAIKA,,WDC8392,1019.0,,12.8,3.8,0.0,
23624515,316003657,2015-01-31 23:34:38,48.41475,-123.386,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23652828,316002500,2015-01-31 23:34:37,48.431090000000005,-123.37593999999999,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23628331,366910890,2015-01-31 23:34:31,48.132059999999996,-123.44986000000002,0.0,150.0,511.0,ADRIATIC SEA,IMO7716969,WDB5553,1025.0,at anchor,38.41,10.37,4.18,52.0
23603500,372883000,2015-01-31 23:34:30,48.492909999999995,-123.17905,13.5,-64.2,345.0,AMIS DOLPHIN,IMO9636371,HOJD,1004.0,under way using engine,199.98,32.26,12.82,
23621172,367528820,2015-01-31 23:34:27,48.12648,-123.45648999999999,0.0,0.0,511.0,CABOLICIOUS,,WDG3703,1019.0,,10.52,0.0,0.0,
23600488,303436000,2015-01-31 23:34:25,48.124629999999996,-123.44036000000001,0.0,-158.8,253.0,W C PARK RESPONDER,IMO9043835,WBO8587,1011.0,moored,63.55,13.41,4.37,54.0
23608464,316004410,2015-01-31 23:34:21,48.36987,-123.72591000000001,0.0,0.0,511.0,ELIZA JOYE,,,1001.0,,13.38,5.43,2.19,
23621323,352910000,2015-01-31 23:34:19,48.24095,-123.51505,12.2,-108.6,306.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23623923,369077000,2015-01-31 23:34:09,48.23125,-123.93666,8.6,95.0,97.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23607710,316013711,2015-01-31 23:34:05,48.43975,-123.44743000000001,0.0,197.2,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23602236,366825190,2015-01-31 23:34:00,48.14055,-123.42563999999999,0.0,-156.4,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
24364778,316005724,2015-01-31 23:33:57,48.41471,-123.38553,0.1,178.1,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
23652729,316013431,2015-01-31 23:33:56,48.41466,-123.38627,0.0,-159.0,246.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23608675,316011515,2015-01-31 23:33:54,48.43309,-123.43378999999999,0.0,146.1,165.0,HMCS WOLF,,CGBP,1018.0,moored,0.0,0.0,0.0,35.0
23610406,366824910,2015-01-31 23:33:48,48.14067,-123.4255,0.0,20.8,294.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
24363646,316011773,2015-01-31 23:33:47,48.43315,-123.43368999999998,0.0,204.0,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23651345,316116000,2015-01-31 23:33:46,48.43657,-123.42445,0.0,129.6,84.0,CCGS W E RICKER,IMO7809364,CG2965,1020.0,moored,58.0,9.53,3.85,51.0
23604654,368168000,2015-01-31 23:33:46,48.12562,-123.453,0.0,202.4,30.0,SOLUTION,IMO9609809,WDF6808,1019.0,moored,43.53,7.9,2.37,
23623563,316005175,2015-01-31 23:33:39,48.414590000000004,-123.38655,0.1,-125.5,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23609063,311037800,2015-01-31 23:33:32,48.42246,-123.37353,0.0,197.3,142.0,VICTORIA CLIPPER IV,IMO9059999,C6YL9,1012.0,moored,40.0,10.1,2.4,60.0
23626859,316010312,2015-01-31 23:33:31,48.38007,-123.51078000000001,0.2,-197.5,511.0,RAMPART,,CFK9385,1019.0,,0.0,0.0,0.0,
23626149,316003657,2015-01-31 23:33:30,48.41475,-123.386,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23652788,367001670,2015-01-31 23:33:30,48.125479999999996,-123.45222,0.0,-101.9,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
